booking_date,bookings,rental_revenue,guests,booked_nights,avg_adr,temp_max,temp_min,temp_mean,rain_mm,year,month,day_of_week,week_of_year,bookings_month_avg,bookings_dow_avg,bookings_vs_month_avg,bookings_vs_dow_avg
2023-03-08,2486,1534788.7668,9493,12403,128.2853993277296,3.5,-1.8,0.6,3.5,2023,3,2,10,2482.8548387096776,2336.3274853801167,1.0012667519829541,1.064063157051603
2023-03-09,2187,1424596.5588,8346,11463,129.56909336561068,2.9,0.2,1.4,8.8,2023,3,3,10,2482.8548387096776,2180.33918128655,0.8808408634701208,1.0030549461160074
2023-03-10,2199,1348286.3958,8459,11054,127.1712979261852,3.3,0.6,2.2,17.7,2023,3,4,10,2482.8548387096776,2145.7719298245615,0.8856740094973917,1.0248060240865349
2023-03-11,1991,1333110.2146,7780,10153,136.57307002583943,6.6,-3.4,1.6,0.1,2023,3,5,10,2482.8548387096776,2058.5555555555557,0.8018994783580295,0.9671830301721811
2023-03-12,3475,2428780.6571,13665,17470,142.626230946152,10.6,-0.8,5.9,2.1,2023,3,6,10,2482.8548387096776,3028.8720930232557,1.3995985370638637,1.1472917618424234
2023-03-13,2735,1699472.4116,10392,13909,130.64227386273225,15.9,9.1,12.1,2.5,2023,3,0,11,2482.8548387096776,2627.7848837209303,1.1015545320488251,1.0408005681679902
2023-03-14,2205,1364128.6283,8406,10899,129.91366817502475,10.6,3.0,7.2,5.7,2023,3,1,11,2482.8548387096776,2273.502923976608,0.8880905825110272,0.9698689967564287
2023-03-15,2193,1315905.547,8301,10856,126.3852166000187,8.3,0.3,4.2,2.9,2023,3,2,11,2482.8548387096776,2336.3274853801167,0.8832574364837563,0.9386526562406137
2023-03-16,2286,1466969.5244,8517,12002,127.35046868569168,12.6,3.9,7.5,1.0,2023,3,3,11,2482.8548387096776,2180.33918128655,0.9207143181951057,1.0484607255698184
2023-03-17,2229,1281890.939,8435,11189,119.42776966421496,15.7,7.6,11.2,0.0,2023,3,4,11,2482.8548387096776,2145.7719298245615,0.897756874565569,1.0387870066798028
2023-03-18,1964,1352874.709,7461,10072,139.1159300441387,15.1,8.1,11.2,3.4,2023,3,5,11,2482.8548387096776,2058.5555555555557,0.79102489979667,0.954067037296918
2023-03-19,4102,2250215.3826,14728,20808,111.23792007921745,13.1,7.2,9.9,3.8,2023,3,6,11,2482.8548387096776,3028.8720930232557,1.652130416988768,1.3542995128280924
2023-03-20,2992,1760704.598,11076,15317,118.70195570444668,9.2,5.8,7.5,3.8,2023,3,0,12,2482.8548387096776,2627.7848837209303,1.2050644094662102,1.1386015721969382
2023-03-21,2425,1520846.517,9245,12741,126.88871098121967,12.6,8.8,10.3,2.9,2023,3,1,12,2482.8548387096776,2273.502923976608,0.9766982596776603,1.0666359714894964
2023-03-22,2593,1574407.994,9804,13200,124.1097095854542,12.1,8.9,10.2,3.2,2023,3,2,12,2482.8548387096776,2336.3274853801167,1.0443623040594527,1.109861531067903
2023-03-23,2443,1453473.725,9349,12440,123.59765536540098,14.2,9.7,11.8,10.5,2023,3,3,12,2482.8548387096776,2180.33918128655,0.9839479787185667,1.1204678707642461
2023-03-24,2317,1386893.6404,8613,11861,126.37248937590552,12.6,8.8,10.9,16.6,2023,3,4,12,2482.8548387096776,2145.7719298245615,0.9331999454322222,1.0797978889533886
2023-03-25,2281,1476183.7039,8711,11433,135.7870554782004,11.4,6.9,8.9,9.8,2023,3,5,12,2482.8548387096776,2058.5555555555557,0.9187005073504095,1.108058509202785
2023-03-26,3373,2254364.8975,12938,17296,134.10951989584032,8.9,4.1,6.7,3.7,2023,3,6,12,2482.8548387096776,3028.8720930232557,1.3585167958320612,1.1136158597681998
2023-03-27,2844,1835741.9263,10751,14659,129.54256417344268,7.2,2.1,4.6,1.0,2023,3,0,13,2482.8548387096776,2627.7848837209303,1.1454556084632024,1.0822803714331861
2023-03-28,2299,1567888.494,8904,11955,145.1541074945339,8.4,-0.6,4.0,1.0,2023,3,1,13,2482.8548387096776,2273.502923976608,0.9259502263913159,1.0112148859605576
2023-03-29,2399,1546782.6455,9298,11980,136.65888042542989,13.4,5.2,9.4,0.7,2023,3,2,13,2482.8548387096776,2336.3274853801167,0.96622644328524,1.0268252267766675
2023-03-30,2305,1445788.3296,8881,11422,130.698169922774,14.3,10.6,12.4,2.9,2023,3,3,13,2482.8548387096776,2180.33918128655,0.9283667994049514,1.057174966071055
2023-03-31,2295,1402174.8524,8945,11401,131.21995102008307,12.1,9.6,10.4,15.2,2023,3,4,13,2482.8548387096776,2145.7719298245615,0.924339177715559,1.0695451683849921
2023-04-01,2337,1464242.1308,8759,12222,130.15422197775854,11.2,7.5,9.3,9.9,2023,4,5,13,2228.009708737864,2058.5555555555557,1.04891822994967,1.1352620499811086
2023-04-02,3061,1994761.1165,11753,15956,132.90354105116472,9.1,1.7,5.9,0.3,2023,4,6,13,2228.009708737864,3028.8720930232557,1.3738719306272742,1.0106072181293981
2023-04-03,2353,1536671.0286,8955,12196,133.67823201422797,8.8,0.5,4.5,0.0,2023,4,0,14,2228.009708737864,2627.7848837209303,1.0560995272022138,0.8954309824128996
2023-04-04,1947,1300811.8692,7391,10291,136.09546913194845,9.6,-1.7,4.2,0.0,2023,4,1,14,2228.009708737864,2273.502923976608,0.8738741094189163,0.8563877263876493
2023-04-05,1975,1238141.1993,7307,9509,133.45283823373876,10.9,-1.7,4.7,0.0,2023,4,2,14,2228.009708737864,2336.3274853801167,0.8864413796108679,0.8453438194597409
2023-04-06,1925,1273655.2917,7192,10306,132.65592596515276,7.9,2.5,5.7,6.4,2023,4,3,14,2228.009708737864,2180.33918128655,0.8639998256966687,0.8828901560463257
2023-04-07,1798,1073067.6971,6558,8765,127.81920143122328,9.5,7.2,8.3,0.5,2023,4,4,14,2228.009708737864,2145.7719298245615,0.8069982787546027,0.8379268900898543
2023-04-08,1562,1052154.3654,6122,7812,139.3941622273734,13.6,4.1,8.7,0.0,2023,4,5,14,2228.009708737864,2058.5555555555557,0.7010741442795826,0.758784476709667
2023-04-09,1964,1381848.4422,7735,9670,146.7159015063102,14.1,7.3,10.3,0.1,2023,4,6,14,2228.009708737864,3028.8720930232557,0.8815042377497441,0.6484261928801496
2023-04-10,2765,2044106.3489,11135,13938,152.04530458477265,15.4,7.8,10.5,7.5,2023,4,0,15,2228.009708737864,2627.7848837209303,1.241017931455215,1.0522170277822642
2023-04-11,2452,1507223.9433,9052,12009,131.215386744332,12.1,7.0,9.4,0.7,2023,4,1,15,2228.009708737864,2273.502923976608,1.100533803952328,1.0785119183885548
2023-04-12,2687,1671369.9602,10109,13249,131.9690204307494,11.6,7.2,8.8,11.1,2023,4,2,15,2228.009708737864,2336.3274853801167,1.2060091073490642,1.150095616652316
2023-04-13,2399,1488772.6531,8903,13535,122.00311668484262,11.4,5.6,8.0,5.6,2023,4,3,15,2228.009708737864,2180.33918128655,1.076745756803277,1.10028752434033
2023-04-14,2244,1440881.5701,8344,11590,127.39315374343578,13.7,3.2,8.3,0.3,2023,4,4,15,2228.009708737864,2145.7719298245615,1.0071769396692594,1.0457774979764367
2023-04-15,2073,1307126.3797,7760,10137,133.8347948151601,11.9,5.2,8.7,0.1,2023,4,5,15,2228.009708737864,2058.5555555555557,0.9304268252826983,1.007016786311869
2023-04-16,3309,2111260.2976,12559,16251,129.42930986993073,11.2,7.4,8.9,1.3,2023,4,6,15,2228.009708737864,3028.8720930232557,1.485182038041702,1.092485881996138
2023-04-17,2436,1562044.8141,9222,12648,132.18784723604213,14.6,7.2,10.3,0.1,2023,4,0,16,2228.009708737864,2627.7848837209303,1.0933525066997842,0.927016520679058
2023-04-18,2102,1300705.1361,7879,10643,124.32422910121504,12.8,4.6,8.9,0.6,2023,4,1,16,2228.009708737864,2273.502923976608,0.9434429265529338,0.9245644585859469
2023-04-19,2234,1346790.9491,8340,11143,126.32387298087151,13.7,8.1,10.2,0.0,2023,4,2,16,2228.009708737864,2336.3274853801167,1.0026886288864196,0.9562015659104108
2023-04-20,2156,1373902.7509,7989,18627,123.50379450318252,11.1,5.5,8.0,1.4,2023,4,3,16,2228.009708737864,2180.33918128655,0.9676798047802689,0.9888369747718848
2023-04-21,2020,1173600.0632,7417,11129,121.69843471407732,15.1,7.2,10.8,5.7,2023,4,4,16,2228.009708737864,2145.7719298245615,0.9066387781336471,0.9413861612800366
2023-04-22,2009,1295313.7312,7729,10416,133.7108596721232,14.4,4.4,9.3,2.1,2023,4,5,16,2228.009708737864,2058.5555555555557,0.9017016362725233,0.9759270254223565
2023-04-23,2566,1705422.132,9813,12831,138.54590754541445,15.5,7.3,10.9,7.4,2023,4,6,16,2228.009708737864,3028.8720930232557,1.1517005468767023,0.8471800462986069
2023-04-24,2655,1746167.2618,9767,19149,130.27518286643152,10.1,6.3,8.6,17.7,2023,4,0,17,2228.009708737864,2627.7848837209303,1.1916465128439768,1.0103566758632592
2023-04-25,2196,1407465.231,7918,17434,123.83851339690156,9.2,3.3,6.4,1.4,2023,4,1,17,2228.009708737864,2273.502923976608,0.9856330479116282,0.9659103477900759
2023-04-26,1926,1217268.9747,7005,14743,125.10655501708617,9.4,1.0,5.5,0.0,2023,4,2,17,2228.009708737864,2336.3274853801167,0.8644486567749526,0.824370732293398
2023-04-27,1590,1030574.3203,5836,11178,126.7835820611494,12.7,0.6,7.0,0.2,2023,4,3,17,2228.009708737864,2180.33918128655,0.7136414144715341,0.7292443366824197
2023-04-28,1816,1185783.1787,6611,11192,129.62984002285776,13.9,7.3,10.7,2.8,2023,4,4,17,2228.009708737864,2145.7719298245615,0.8150772381637145,0.8463154796458151
2023-04-29,1644,1074479.0709,6083,11322,129.86111011571032,14.5,7.3,10.6,0.0,2023,4,5,17,2228.009708737864,2058.5555555555557,0.7378782926988693,0.798618232849355
2023-04-30,2201,1432055.5967,7944,14491,128.7111679034276,16.5,5.0,10.7,0.1,2023,4,6,17,2228.009708737864,3028.8720930232557,0.9878772033030482,0.7266731418173163
2023-05-01,2243,1461876.2059,8156,15882,125.10289883617727,16.3,7.9,11.6,2.0,2023,5,0,18,2058.440860215054,2627.7848837209303,1.0896596756079087,0.8535706304938946
2023-05-02,2214,1524928.9316,7961,24454,117.66267287089296,12.0,7.3,9.3,0.0,2023,5,1,18,2058.440860215054,2273.502923976608,1.075571342753415,0.9738276457227815
2023-05-03,1969,1250121.4581,7001,10463,125.83828566273048,13.6,3.5,9.0,0.0,2023,5,2,18,2058.440860215054,2336.3274853801167,0.9565492203620027,0.8427756863373316
2023-05-04,1783,1089821.2969,6287,9760,122.37399759243262,20.4,6.3,13.2,0.0,2023,5,3,18,2058.440860215054,2180.33918128655,0.8661895682607673,0.8177626744055059
2023-05-05,1909,1330545.8962,6879,12934,129.73831179033576,17.0,11.2,13.9,5.6,2023,5,4,18,2058.440860215054,2145.7719298245615,0.9274009454906365,0.8896565256849455
2023-05-06,1553,1081562.3638,5679,9758,134.11030008202354,19.9,9.6,14.4,1.1,2023,5,5,18,2058.440860215054,2058.5555555555557,0.7544545145871967,0.7544124790845792
2023-05-07,2548,1805439.8197,9439,14351,135.2065980284605,20.1,11.6,15.0,8.8,2023,5,6,18,2058.440860215054,3028.8720930232557,1.2378300728706872,0.8412372400502144
2023-05-08,2325,1514223.2359,8556,13377,130.4216487341411,19.5,11.6,15.1,0.8,2023,5,0,19,2058.440860215054,2627.7848837209303,1.1294956512654426,0.8847756201062439
2023-05-09,2173,1402472.2458,7904,12456,124.80920227962018,14.8,12.2,13.9,13.8,2023,5,1,19,2058.440860215054,2273.502923976608,1.055653354924648,0.9557938004316188
2023-05-10,2150,1371165.1964,7680,11527,127.401851793577,16.8,11.4,13.1,9.8,2023,5,2,19,2058.440860215054,2336.3274853801167,1.044479849557291,0.9202477021966801
2023-05-11,1902,1208414.1284,6714,12661,120.8264169021148,17.0,9.9,13.1,6.5,2023,5,3,19,2058.440860215054,2180.33918128655,0.9240003134223104,0.8723413385974605
2023-05-12,1772,1074043.7121,6187,9433,121.78840220509048,20.4,11.1,15.4,5.7,2023,5,4,19,2058.440860215054,2145.7719298245615,0.8608457178676835,0.8258100385090221
2023-05-13,1383,896816.2091,4863,7433,125.49485741150951,20.8,11.1,16.1,0.7,2023,5,5,19,2058.440860215054,2058.5555555555557,0.6718677357849923,0.6718303017218114
2023-05-14,2198,1545116.7213,8254,12234,136.23031409003403,19.5,10.8,14.6,0.7,2023,5,6,19,2058.440860215054,3028.8720930232557,1.067798469454384,0.7256826741092509
2023-05-15,2262,1439367.9266,8264,13060,127.89918100712131,15.3,7.6,11.4,0.4,2023,5,0,20,2058.440860215054,2627.7848837209303,1.098889962650508,0.8608010549162682
2023-05-16,2041,1285943.3366,7151,11311,124.0221137323196,13.2,6.5,10.2,0.7,2023,5,1,20,2058.440860215054,2273.502923976608,0.9915271502076423,0.8977336155917782
2023-05-17,1877,1220916.3176,6707,11663,129.06613425990398,14.0,7.1,10.1,0.0,2023,5,2,20,2058.440860215054,2336.3274853801167,0.9118551988925745,0.803397645127055
2023-05-18,2079,1419180.0533,7475,10834,134.03777472829853,13.9,4.8,9.5,0.0,2023,5,3,20,2058.440860215054,2180.33918128655,1.0099877242928408,0.9535213685300318
2023-05-19,1776,1162476.1761,6432,9871,127.73728752978222,18.2,6.0,12.5,0.0,2023,5,4,20,2058.440860215054,2145.7719298245615,0.8627889361924412,0.8276741695214579
2023-05-20,1545,1052684.8049,5465,8188,131.5076362156638,18.8,10.9,14.8,0.0,2023,5,5,20,2058.440860215054,2058.5555555555557,0.7505680779376812,0.7505262589733902
2023-05-21,2547,1743889.8729,8937,13601,130.72121362466507,20.6,11.3,16.0,0.0,2023,5,6,20,2058.440860215054,3028.8720930232557,1.2373442682894977,0.840907084147526
2023-05-22,2469,1644324.4926,8748,13448,136.35772683197584,22.9,12.9,16.8,11.3,2023,5,0,21,2058.440860215054,2627.7848837209303,1.1994515109567216,0.9395746262547596
2023-05-23,2135,1413019.48,7560,12220,128.1202053393576,14.7,10.2,12.8,0.0,2023,5,1,21,2058.440860215054,2273.502923976608,1.0371927808394494,0.9390795047959071
2023-05-24,2210,1456701.2589,8038,11939,129.0824445220634,15.6,6.4,11.4,0.5,2023,5,2,21,2058.440860215054,2336.3274853801167,1.0736281244286572,0.9459290334207734
2023-05-25,2071,1324380.2851,7283,11021,125.22950494751215,16.3,7.7,12.4,0.3,2023,5,3,21,2058.440860215054,2180.33918128655,1.0061012876433253,0.9498522146347743
2023-05-26,1979,1223438.9606,6667,10069,123.43055600902527,17.3,6.8,12.0,0.0,2023,5,4,21,2058.440860215054,2145.7719298245615,0.9614072661738972,0.9222788184025705
2023-05-27,1548,1089347.6222,5577,8595,133.89671229190495,20.5,6.6,13.6,0.0,2023,5,5,21,2058.440860215054,2058.5555555555557,0.7520254916812494,0.7519835915150861
2023-05-28,2058,1473803.387,7590,11180,138.975537851559,21.0,10.0,15.3,0.0,2023,5,6,21,2058.440860215054,3028.8720930232557,0.9997858280878626,0.6794608477328655
2023-05-29,2664,1953668.2592,9763,14769,138.8236408004956,16.2,8.6,12.4,0.0,2023,5,0,22,2058.440860215054,2627.7848837209303,1.294183404288662,1.0137816137475413
2023-05-30,2190,1444188.6054,7774,11920,128.94720417794915,16.0,8.6,12.7,0.0,2023,5,1,22,2058.440860215054,2273.502923976608,1.0639120328048686,0.963271248479174
2023-05-31,2124,1464619.415,7741,11723,134.1828472587322,22.2,9.2,15.3,0.0,2023,5,2,22,2058.440860215054,2336.3274853801167,1.0318489304463656,0.9091191253329062
